Month,Day,Year,AverageTemperature,AverageTemperatureUncertainty,Country
6,1,1980,30.66,0.194,Pakistan
6,1,1974,29.164,0.194,Pakistan
6,1,1980,30.66,0.194,Pakistan
8,1,1976,27.481,0.193,Pakistan
11,1,1976,15.357,0.193,Pakistan
5,1,1999,28.187,0.193,Pakistan
8,1,1976,27.481,0.193,Pakistan
11,1,1976,15.357,0.193,Pakistan
5,1,1999,28.187,0.193,Pakistan
5,1,1974,26.996,0.191,Pakistan
9,1,2002,26.058,0.191,Pakistan
5,1,1974,26.996,0.191,Pakistan
9,1,2002,26.058,0.191,Pakistan
1,1,1983,9.375,0.19,Pakistan
3,1,2000,17.115,0.19,Pakistan
1,1,1983,9.375,0.19,Pakistan
3,1,2000,17.115,0.19,Pakistan
11,1,1977,17.531,0.189,Pakistan
5,1,2009,28.991,0.189,Pakistan
5,1,2009,28.991,0.189,Pakistan
11,1,1977,17.531,0.189,Pakistan
3,1,2007,17.277,0.188,Pakistan
3,1,2007,17.277,0.188,Pakistan
5,1,1972,26.516,0.187,Pakistan
4,1,2008,23.24,0.187,Pakistan
4,1,2008,23.24,0.187,Pakistan
5,1,1972,26.516,0.187,Pakistan
10,1,1988,21.915,0.186,Pakistan
10,1,1988,21.915,0.186,Pakistan
8,1,2010,28.342,0.185,Pakistan
8,1,2010,28.342,0.185,Pakistan
4,1,1975,21.816,0.184,Pakistan
4,1,1975,21.816,0.184,Pakistan
5,1,2010,29.188,0.183,Pakistan
5,1,2010,29.188,0.183,Pakistan
6,1,2010,29.719,0.182,Pakistan
6,1,2010,29.719,0.182,Pakistan
8,1,2007,29.056,0.181,Pakistan
12,1,2007,10.806,0.181,Pakistan
8,1,2007,29.056,0.181,Pakistan
12,1,2007,10.806,0.181,Pakistan
1,1,1988,10.86,0.18,Pakistan
1,1,1995,9.423,0.18,Pakistan
9,1,1995,26.477,0.18,Pakistan
1,1,1988,10.86,0.18,Pakistan
1,1,1995,9.423,0.18,Pakistan
9,1,1995,26.477,0.18,Pakistan
10,1,2009,22.055,0.179,Pakistan
12,1,2009,11.959,0.179,Pakistan
10,1,2009,22.055,0.179,Pakistan
12,1,2009,11.959,0.179,Pakistan
3,1,1972,16.816,0.178,Pakistan
4,1,1976,21.544,0.178,Pakistan
3,1,1972,16.816,0.178,Pakistan
4,1,1976,21.544,0.178,Pakistan
1,1,2012,8.554,0.177,Pakistan
12,1,2006,10.705,0.177,Pakistan
12,1,2008,12.283,0.177,Pakistan
12,1,2008,12.283,0.177,Pakistan
1,1,2012,8.554,0.177,Pakistan
12,1,2006,10.705,0.177,Pakistan
7,1,2010,29.965,0.175,Pakistan
7,1,2010,29.965,0.175,Pakistan
8,1,2012,29.087,0.172,Pakistan
8,1,2012,29.087,0.172,Pakistan
12,1,1989,11.668,0.169,Pakistan
7,1,2011,30.039,0.169,Pakistan
7,1,2011,30.039,0.169,Pakistan
12,1,1989,11.668,0.169,Pakistan
1,1,2004,10.504,0.167,Pakistan
3,1,2006,17.279,0.167,Pakistan
9,1,2009,27.295,0.167,Pakistan
9,1,2009,27.295,0.167,Pakistan
1,1,2004,10.504,0.167,Pakistan
3,1,2006,17.279,0.167,Pakistan
12,1,1982,10.473,0.166,Pakistan
12,1,1982,10.473,0.166,Pakistan
1,1,2007,9.876,0.165,Pakistan
1,1,2007,9.876,0.165,Pakistan
2,1,2012,10.312,0.164,Pakistan
1,1,2009,10.513,0.164,Pakistan
1,1,2009,10.513,0.164,Pakistan
2,1,2012,10.312,0.164,Pakistan
3,1,1980,16.205,0.162,Pakistan
3,1,1980,16.205,0.162,Pakistan
1,1,2008,7.382,0.159,Pakistan
3,1,2008,20.455,0.159,Pakistan
1,1,2008,7.382,0.159,Pakistan
3,1,2008,20.455,0.159,Pakistan
10,1,1978,21.652,0.158,Pakistan
3,1,1982,14.825,0.158,Pakistan
10,1,2007,21.387,0.158,Pakistan
10,1,2007,21.387,0.158,Pakistan
10,1,1978,21.652,0.158,Pakistan
3,1,1982,14.825,0.158,Pakistan
9,1,1996,27.046,0.154,Pakistan
3,1,2003,17.817,0.154,Pakistan
9,1,1996,27.046,0.154,Pakistan
3,1,2003,17.817,0.154,Pakistan
4,1,1973,23.406,0.152,Pakistan
2,1,2011,12.378,0.152,Pakistan
2,1,2011,12.378,0.152,Pakistan
4,1,1973,23.406,0.152,Pakistan
3,1,1978,15.45,0.15,Pakistan
3,1,1978,15.45,0.15,Pakistan
3,1,1975,15.554,0.145,Pakistan
12,1,1986,9.757,0.145,Pakistan
5,1,2007,28.46,0.145,Pakistan
3,1,1975,15.554,0.145,Pakistan
12,1,1986,9.757,0.145,Pakistan
5,1,2007,28.46,0.145,Pakistan
9,1,1979,25.679,0.141,Pakistan
9,1,1979,25.679,0.141,Pakistan
12,1,1971,11.785,0.138,Pakistan
12,1,1971,11.785,0.138,Pakistan
1,1,1977,8.142,0.13,Pakistan
1,1,1977,8.142,0.13,Pakistan
2,1,2008,10.867,0.129,Pakistan
2,1,2008,10.867,0.129,Pakistan
7,1,1974,29.753,0.128,Pakistan
7,1,1974,29.753,0.128,Pakistan
9,1,2011,26.366,0.103,Pakistan
9,1,2011,26.366,0.103,Pakistan
9,1,1981,26.453,0.099,Pakistan
9,1,1981,26.453,0.099,Pakistan
11,1,2010,16.519,0.096,Pakistan
11,1,2010,16.519,0.096,Pakistan
6,1,2018,19.555,2.168,Peru
7,1,2018,18.878,2.165,Peru
6,1,2021,17.804,1.86,Peru
8,1,2018,19.906,1.835,Peru
7,1,2005,19.399,1.798,Peru
10,1,2013,20.43,1.764,Peru
6,1,2005,19.564,1.689,Peru
7,1,2021,17.48,1.669,Peru
1,1,2010,19.885,1.635,Peru
2,1,2018,19.378,1.616,Peru
5,1,2001,19.448,1.578,Peru
6,1,2017,18.865,1.561,Peru
5,1,2009,18.296,1.54,Peru
5,1,2004,19.017,1.476,Peru
1,1,2004,19.645,1.448,Peru
5,1,2008,19.064,1.444,Peru
5,1,2005,19.96,1.443,Peru
2,1,2014,20.723,1.437,Peru
5,1,2019,20.125,1.42,Peru
3,1,2010,19.915,1.41,Peru
7,1,2027,18.01,1.4,Peru
2,1,2017,19.36,1.399,Peru
9,1,2003,19.201,1.391,Peru
1,1,2012,20.869,1.379,Peru
3,1,2014,20.528,1.376,Peru
8,1,2013,19.384,1.344,Peru
4,1,2016,19.922,1.303,Peru
6,1,2004,19.137,1.302,Peru
9,1,2013,19.861,1.284,Peru
5,1,2017,19.032,1.278,Peru
8,1,2004,19.32,1.275,Peru
2,1,2007,19.467,1.268,Peru
3,1,2015,21.186,1.245,Peru
2,1,2005,20.519,1.24,Peru
8,1,2005,19.301,1.228,Peru
2,1,2010,20.077,1.224,Peru
6,1,2008,18.761,1.218,Peru
2,1,2004,19.722,1.209,Peru
5,1,2014,19.574,1.209,Peru
4,1,2000,20.483,1.208,Peru
2,1,2003,21.392,1.172,Peru
4,1,2017,19.51,1.154,Peru
4,1,2019,20.648,1.154,Peru
6,1,2000,18.919,1.147,Peru
9,1,2021,19.388,1.145,Peru
9,1,2010,18.946,1.134,Peru
9,1,2004,19.535,1.114,Peru
6,1,2016,17.998,1.114,Peru
12,1,2002,20.141,1.1,Peru
5,1,2012,19.759,1.087,Peru
3,1,2004,19.748,1.086,Peru
6,1,2002,18.842,1.065,Peru
11,1,2010,19.858,1.062,Peru
5,1,2002,19.627,1.06,Peru
2,1,2006,20.291,1.059,Peru
10,1,2009,19.852,1.052,Peru
11,1,2009,20.042,1.049,Peru
8,1,2001,19.461,1.048,Peru
8,1,2012,18.767,1.047,Peru
2,1,2000,20.819,1.046,Peru
9,1,2025,19.774,1.046,Peru
12,1,2007,19.695,1.042,Peru
4,1,2001,20.192,1.038,Peru
1,1,2005,20.315,1.038,Peru
11,1,2007,19.687,1.032,Peru
3,1,2005,19.969,1.026,Peru
7,1,2029,18.122,1.014,Peru
9,1,2002,19.784,1.01,Peru
1,1,2011,19.866,1.01,Peru
7,1,2020,18.098,1.008,Peru
9,1,2005,19.655,1.003,Peru
11,1,2006,20.044,0.998,Peru
10,1,2012,19.983,0.998,Peru
6,1,2010,18.119,0.996,Peru
3,1,2020,20.523,0.994,Peru
2,1,2001,20.632,0.992,Peru
6,1,2006,18.51,0.99,Peru
1,1,2000,20.111,0.987,Peru
4,1,2002,19.694,0.986,Peru
9,1,2027,19.743,0.984,Peru
3,1,2019,20.918,0.983,Peru
7,1,2003,18.359,0.982,Peru
7,1,2004,18.22,0.98,Peru
2,1,2013,19.584,0.98,Peru
1,1,2015,20.886,0.98,Peru
11,1,2024,19.737,0.967,Peru
4,1,2011,19.507,0.965,Peru
12,1,2009,19.768,0.964,Peru
11,1,2002,20.366,0.955,Peru
4,1,2010,19.475,0.953,Peru
4,1,2008,19.693,0.941,Peru
6,1,2012,18.634,0.938,Peru
7,1,2016,17.732,0.938,Peru
12,1,2016,19.614,0.934,Peru
1,1,2019,21.345,0.933,Peru
10,1,2023,19.827,0.931,Peru
1,1,2016,19.649,0.925,Peru
12,1,2000,20.686,0.921,Peru
6,1,2001,18.7,0.915,Peru
5,1,2015,20.17,0.906,Peru
11,1,2017,19.758,0.905,Peru
8,1,2007,19.103,0.9,Peru
11,1,2013,20.684,0.899,Peru
2,1,2015,20.96,0.898,Peru
1,1,2006,20.306,0.894,Peru
7,1,2015,19.077,0.891,Peru
3,1,2002,19.811,0.884,Peru
5,1,2003,18.938,0.881,Peru
3,1,2012,20.764,0.88,Peru
4,1,2005,20.137,0.87,Peru
5,1,2029,19.372,0.868,Peru
10,1,2014,20.011,0.866,Peru
10,1,2021,19.382,0.866,Peru
4,1,2009,19.518,0.865,Peru
5,1,2028,19.863,0.864,Peru
12,1,2013,20.175,0.861,Peru
10,1,2004,19.725,0.857,Peru
3,1,2008,20.038,0.857,Peru
1,1,2014,20.39,0.856,Peru
12,1,2014,20.657,0.856,Peru
10,1,2022,19.651,0.856,Peru
4,1,2022,20.364,0.853,Peru
12,1,2011,20.601,0.848,Peru
2,1,2028,21.071,0.848,Peru
5,1,2000,19.781,0.843,Peru
11,1,2025,20.377,0.843,Peru
11,1,2018,20.075,0.84,Peru
3,1,2018,19.51,0.837,Peru
6,1,2013,19.312,0.835,Peru
6,1,2013,19.312,0.835,Peru
3,1,2000,21.288,0.827,Peru
1,1,2024,21.426,0.827,Peru
4,1,2029,20.116,0.827,Peru
12,1,2004,20.208,0.823,Peru
7,1,2010,18.889,0.818,Peru
7,1,2010,18.889,0.818,Peru
1,1,2017,19.486,0.815,Peru
7,1,2022,17.997,0.81,Peru
2,1,2002,19.674,0.808,Peru
1,1,2002,19.939,0.807,Peru
12,1,2010,19.563,0.805,Peru
2,1,2016,19.865,0.804,Peru
8,1,2022,18.748,0.802,Peru
11,1,2022,19.885,0.799,Peru
1,1,2003,20.558,0.795,Peru
11,1,2000,20.473,0.791,Peru
11,1,2004,20.324,0.79,Peru
1,1,2009,19.433,0.786,Peru
1,1,2020,20.739,0.784,Peru
7,1,2002,19.323,0.783,Peru
2,1,2012,20.82,0.783,Peru
7,1,2013,18.755,0.783,Peru
3,1,2009,20.248,0.781,Peru
3,1,2001,20.457,0.774,Peru
5,1,2013,19.131,0.774,Peru
9,1,2006,19.648,0.773,Peru
2,1,2025,19.456,0.772,Peru
10,1,2000,20.327,0.769,Peru
11,1,2023,20.393,0.768,Peru
12,1,2019,19.985,0.767,Peru
9,1,2000,19.664,0.765,Peru
1,1,2001,20.413,0.759,Peru
8,1,2029,18.755,0.759,Peru
9,1,2001,19.645,0.758,Peru
6,1,2009,18.048,0.758,Peru
4,1,2006,20.4,0.756,Peru
1,1,2022,20.796,0.744,Peru
10,1,2006,19.551,0.742,Peru
4,1,2003,19.681,0.741,Peru
11,1,2021,20.323,0.741,Peru
8,1,2000,19.149,0.74,Peru
10,1,2002,19.822,0.739,Peru
10,1,2005,20.021,0.739,Peru
8,1,2016,18.232,0.739,Peru
3,1,2029,20.65,0.735,Peru
2,1,2020,20.956,0.734,Peru
4,1,2014,19.71,0.732,Peru
4,1,2023,19.675,0.732,Peru
10,1,2001,19.686,0.731,Peru
7,1,2025,18.161,0.728,Peru
4,1,2004,19.196,0.724,Peru
2,1,2019,21.665,0.723,Peru
8,1,2002,19.55,0.722,Peru
9,1,2008,19.217,0.72,Peru
7,1,2000,18.459,0.719,Peru
8,1,2010,18.276,0.718,Peru
2,1,2011,20.239,0.718,Peru
6,1,2028,19.089,0.718,Peru
12,1,2003,19.195,0.717,Peru
9,1,2023,20.155,0.715,Peru
12,1,2028,20.348,0.714,Peru
11,1,2015,19.67,0.712,Peru
2,1,2009,19.452,0.71,Peru
9,1,2026,19.842,0.71,Peru
6,1,2014,18.7,0.707,Peru
6,1,2013,18.585,0.703,Peru
3,1,2006,20.257,0.701,Peru
9,1,2029,19.025,0.701,Peru
9,1,2007,19.634,0.7,Peru
7,1,2028,18.786,0.698,Peru
8,1,2028,19.184,0.698,Peru
10,1,2008,18.953,0.697,Peru
10,1,2029,19.132,0.696,Peru
11,1,2029,19.846,0.696,Peru
6,1,2015,18.882,0.693,Peru
6,1,2020,18.382,0.688,Peru
3,1,2017,20.039,0.686,Peru
7,1,2013,18.544,0.685,Peru
7,1,2013,18.544,0.685,Peru
9,1,2018,19.772,0.683,Peru
11,1,2019,19.865,0.681,Peru
10,1,2027,20.239,0.68,Peru
4,1,2007,19.609,0.679,Peru
1,1,2023,20.09,0.678,Peru
3,1,2028,20.5,0.678,Peru
9,1,2011,19.658,0.676,Peru
12,1,2022,19.734,0.674,Peru
11,1,2020,20.123,0.669,Peru
1,1,2007,19.687,0.668,Peru
10,1,2003,19.557,0.665,Peru
10,1,2007,19.612,0.663,Peru
2,1,2008,19.85,0.661,Peru
6,1,2019,18.96,0.661,Peru
11,1,2026,20.727,0.658,Peru
2,1,2010,21.631,0.657,Peru
2,1,2010,21.631,0.657,Peru
5,1,2006,19.52,0.653,Peru
6,1,2022,18.633,0.653,Peru
3,1,2003,20.669,0.65,Peru
10,1,2020,19.818,0.65,Peru
10,1,2026,20.281,0.649,Peru
7,1,2001,18.423,0.645,Peru
12,1,2021,20.357,0.645,Peru
2,1,2009,20.586,0.643,Peru
2,1,2009,20.586,0.643,Peru
8,1,2006,19.076,0.64,Peru
3,1,2024,20.899,0.638,Peru
12,1,2001,19.771,0.637,Peru
10,1,2010,18.799,0.637,Peru
11,1,2008,19.218,0.636,Peru
8,1,2008,18.665,0.635,Peru
8,1,2010,19.771,0.633,Peru
6,1,2003,18.283,0.633,Peru
9,1,2024,18.955,0.633,Peru
8,1,2010,19.771,0.633,Peru
1,1,2010,21.435,0.63,Peru
5,1,2011,19.006,0.63,Peru
1,1,2010,21.435,0.63,Peru
7,1,2007,18.052,0.629,Peru
4,1,2015,20.812,0.628,Peru
11,1,2016,18.686,0.628,Peru
12,1,2008,19.538,0.627,Peru
5,1,2016,19.366,0.627,Peru
12,1,2018,20.861,0.627,Peru
7,1,2006,18.433,0.626,Peru
11,1,2027,20.783,0.624,Peru
12,1,2005,20.546,0.622,Peru
12,1,2026,20.493,0.622,Peru
12,1,2005,20.546,0.622,Peru
6,1,2027,18.693,0.62,Peru
1,1,2011,20.623,0.618,Peru
11,1,2028,20.698,0.618,Peru
1,1,2011,20.623,0.618,Peru
3,1,2013,20.064,0.616,Peru
1,1,2027,20.497,0.615,Peru
7,1,2012,18.309,0.613,Peru
12,1,2023,20.152,0.613,Peru
6,1,2008,18.801,0.61,Peru
6,1,2008,18.801,0.61,Peru
8,1,2006,20.097,0.608,Peru
4,1,2026,20.809,0.608,Peru
8,1,2006,20.097,0.608,Peru
9,1,2028,19.624,0.607,Peru
9,1,2017,19.041,0.606,Peru
7,1,2011,19.565,0.605,Peru
7,1,2011,19.565,0.605,Peru
8,1,2013,19.163,0.603,Peru
8,1,2013,19.163,0.603,Peru
7,1,2002,18.781,0.601,Peru
7,1,2002,18.781,0.601,Peru
1,1,2008,20.096,0.599,Peru
3,1,2027,20.236,0.597,Peru
4,1,2013,19.556,0.593,Peru
3,1,2023,20.223,0.592,Peru
8,1,2023,18.768,0.592,Peru
8,1,2014,19.359,0.591,Peru
6,1,2007,18.334,0.59,Peru
1,1,2026,21.033,0.588,Peru
1,1,2029,20.384,0.588,Peru
8,1,2003,18.481,0.587,Peru
8,1,2024,18.663,0.586,Peru
8,1,2027,19.135,0.585,Peru
7,1,2008,18.289,0.583,Peru
4,1,1992,21.843,0.581,Peru
4,1,1992,21.843,0.581,Peru
8,1,2017,18.688,0.58,Peru
3,1,2026,21.14,0.58,Peru
7,1,2026,18.653,0.58,Peru
11,1,2005,20.53,0.579,Peru
11,1,2003,19.513,0.578,Peru
10,1,2025,20.447,0.578,Peru
7,1,2000,18.571,0.576,Peru
4,1,2021,19.735,0.576,Peru
7,1,2000,18.571,0.576,Peru
6,1,1983,20.022,0.575,Peru
6,1,1983,20.022,0.575,Peru
1,1,2028,20.797,0.573,Peru
12,1,2006,19.345,0.571,Peru
12,1,2020,19.862,0.571,Peru
5,1,2023,19.584,0.57,Peru
11,1,2014,20.13,0.567,Peru
3,1,2016,19.966,0.566,Peru
2,1,2026,20.998,0.566,Peru
12,1,1985,20.635,0.565,Peru
4,1,2020,20.105,0.565,Peru
12,1,1985,20.635,0.565,Peru
9,1,2015,19.786,0.56,Peru
4,1,2024,20.268,0.56,Peru
7,1,2006,19.776,0.559,Peru
7,1,2006,19.776,0.559,Peru
7,1,2010,17.841,0.558,Peru
8,1,2009,18.352,0.557,Peru
5,1,2007,19.241,0.556,Peru
6,1,2026,19.05,0.556,Peru
2,1,2023,20.362,0.555,Peru
3,1,2025,19.66,0.555,Peru
5,1,2020,19.231,0.551,Peru
1,1,2021,20.167,0.551,Peru
12,1,2005,19.973,0.55,Peru
7,1,1983,20.31,0.548,Peru
7,1,1983,20.31,0.548,Peru
7,1,2024,17.941,0.546,Peru
5,1,2006,19.704,0.545,Peru
5,1,2006,19.704,0.545,Peru
4,1,1985,20.38,0.543,Peru
5,1,2026,19.793,0.543,Peru
4,1,1985,20.38,0.543,Peru
9,1,2022,19.831,0.542,Peru
5,1,1983,21.182,0.541,Peru
8,1,2011,18.988,0.541,Peru
5,1,1983,21.182,0.541,Peru
11,1,2001,19.749,0.54,Peru
9,1,2016,19.742,0.54,Peru
6,1,2029,18.442,0.54,Peru
7,1,2011,18.573,0.539,Peru
5,1,2005,20.462,0.537,Peru
2,1,2013,20.679,0.537,Peru
5,1,2005,20.462,0.537,Peru
2,1,2013,20.679,0.537,Peru
2,1,2027,20.433,0.535,Peru
5,1,2010,18.846,0.534,Peru
7,1,2017,18.367,0.534,Peru
5,1,2008,19.31,0.533,Peru
8,1,2025,19.239,0.533,Peru
5,1,2008,19.31,0.533,Peru
11,1,2012,19.501,0.532,Peru
10,1,2015,19.875,0.531,Peru
5,1,2001,19.784,0.529,Peru
7,1,2012,19.655,0.529,Peru
8,1,2012,20.131,0.529,Peru
5,1,2001,19.784,0.529,Peru
7,1,2012,19.655,0.529,Peru
8,1,2012,20.131,0.529,Peru
3,1,1992,22.21,0.528,Peru
3,1,1992,22.21,0.528,Peru
10,1,2024,19.139,0.526,Peru
4,1,2027,20.04,0.523,Peru
6,1,2011,18.662,0.521,Peru
8,1,1975,19.296,0.52,Peru
8,1,1975,19.296,0.52,Peru
2,1,2022,20.475,0.519,Peru
1,1,2009,20.488,0.518,Peru
1,1,2009,20.488,0.518,Peru
12,1,2007,20.331,0.514,Peru
12,1,2007,20.331,0.514,Peru
4,1,2003,20.447,0.513,Peru
5,1,2004,19.435,0.513,Peru
5,1,2018,19.34,0.513,Peru
4,1,2003,20.447,0.513,Peru
5,1,2004,19.435,0.513,Peru
9,1,1974,19.52,0.512,Peru
3,1,2007,20.337,0.512,Peru
4,1,2028,19.954,0.512,Peru
9,1,1974,19.52,0.512,Peru
11,1,1992,20.851,0.511,Peru
11,1,1992,20.851,0.511,Peru
8,1,2003,19.516,0.507,Peru
8,1,2003,19.516,0.507,Peru
10,1,2016,19.334,0.506,Peru
8,1,2004,19.523,0.505,Peru
8,1,2004,19.523,0.505,Peru
4,1,2004,20.984,0.504,Peru
9,1,2009,19.797,0.504,Peru
4,1,2004,20.984,0.504,Peru
12,1,2025,20.73,0.503,Peru
11,1,2005,20.468,0.501,Peru
11,1,2005,20.468,0.501,Peru
6,1,2007,19.012,0.499,Peru
9,1,2010,20.505,0.499,Peru
8,1,2021,18.561,0.499,Peru
6,1,2007,19.012,0.499,Peru
9,1,2010,20.505,0.499,Peru
10,1,2028,19.742,0.498,Peru
7,1,2009,18.17,0.496,Peru
2,1,1992,21.708,0.493,Peru
2,1,1992,21.708,0.493,Peru
6,1,1997,20.374,0.492,Peru
2,1,2024,20.558,0.492,Peru
6,1,1997,20.374,0.492,Peru
4,1,2012,20.558,0.491,Peru
5,1,2021,19.493,0.49,Peru
7,1,1997,20.391,0.489,Peru
6,1,2012,19.959,0.489,Peru
7,1,2023,18.145,0.489,Peru
8,1,2026,19.239,0.489,Peru
7,1,1997,20.391,0.489,Peru
6,1,2012,19.959,0.489,Peru
8,1,2015,19.508,0.487,Peru
5,1,2002,20.597,0.486,Peru
6,1,2004,18.834,0.486,Peru
5,1,2002,20.597,0.486,Peru
6,1,2004,18.834,0.486,Peru
12,1,1982,21.522,0.48,Peru
5,1,2003,20.005,0.48,Peru
10,1,2018,19.683,0.48,Peru
12,1,1982,21.522,0.48,Peru
5,1,2003,20.005,0.48,Peru
9,1,2011,20.288,0.479,Peru
9,1,2011,20.288,0.479,Peru
11,1,2007,20.472,0.478,Peru
11,1,2007,20.472,0.478,Peru
2,1,1991,21.201,0.477,Peru
9,1,2012,19.727,0.477,Peru
12,1,2024,19.632,0.477,Peru
1,1,2025,19.695,0.477,Peru
2,1,1991,21.201,0.477,Peru
9,1,1997,21.417,0.476,Peru
9,1,1997,21.417,0.476,Peru
5,1,2022,19.369,0.472,Peru
12,1,2029,19.76,0.472,Peru
8,1,1998,20.537,0.471,Peru
8,1,1998,20.537,0.471,Peru
8,1,1987,20.194,0.469,Peru
8,1,1987,20.194,0.469,Peru
11,1,1997,21.641,0.467,Peru
3,1,2011,19.6,0.467,Peru
11,1,1997,21.641,0.467,Peru
4,1,2000,20.404,0.466,Peru
12,1,2017,18.757,0.466,Peru
4,1,2000,20.404,0.466,Peru
3,1,2002,21.456,0.465,Peru
3,1,2002,21.456,0.465,Peru
6,1,2025,18.571,0.463,Peru
5,1,2027,19.266,0.463,Peru
1,1,2013,20.047,0.462,Peru
5,1,1976,19.507,0.461,Peru
8,1,2009,20.201,0.461,Peru
5,1,1976,19.507,0.461,Peru
8,1,2009,20.201,0.461,Peru
10,1,1984,20.757,0.46,Peru
6,1,2000,19.335,0.46,Peru
6,1,2024,18.27,0.46,Peru
10,1,1984,20.757,0.46,Peru
6,1,2000,19.335,0.46,Peru
12,1,2012,19.759,0.459,Peru
9,1,2019,19.86,0.459,Peru
4,1,1983,21.562,0.454,Peru
4,1,1983,21.562,0.454,Peru
12,1,1992,20.874,0.452,Peru
7,1,2009,19.518,0.452,Peru
12,1,1992,20.874,0.452,Peru
7,1,2009,19.518,0.452,Peru
8,1,1993,19.538,0.45,Peru
8,1,1993,19.538,0.45,Peru
6,1,2006,19.573,0.449,Peru
6,1,2006,19.573,0.449,Peru
8,1,2019,18.985,0.448,Peru
8,1,1974,18.924,0.445,Peru
8,1,1974,18.924,0.445,Peru
2,1,1993,21.135,0.444,Peru
1,1,2012,20.607,0.444,Peru
5,1,2024,19.61,0.444,Peru
2,1,1993,21.135,0.444,Peru
1,1,2012,20.607,0.444,Peru
7,1,1988,18.5,0.442,Peru
8,1,1997,20.164,0.442,Peru
7,1,1988,18.5,0.442,Peru
8,1,1997,20.164,0.442,Peru
9,1,2005,20.165,0.44,Peru
8,1,2020,18.752,0.44,Peru
9,1,2005,20.165,0.44,Peru
6,1,1993,20.045,0.439,Peru
5,1,2025,20.039,0.439,Peru
6,1,1993,20.045,0.439,Peru
2,1,1975,20.405,0.438,Peru
7,1,2014,18.815,0.438,Peru
2,1,1975,20.405,0.438,Peru
9,1,2014,19.823,0.437,Peru
9,1,2009,20.88,0.432,Peru
9,1,2009,20.88,0.432,Peru
10,1,2011,19.942,0.43,Peru
4,1,2025,19.87,0.43,Peru
2,1,2005,21.237,0.428,Peru
2,1,2005,21.237,0.428,Peru
10,1,1999,20.169,0.427,Peru
10,1,1999,20.169,0.427,Peru
9,1,1998,20.607,0.426,Peru
6,1,2005,19.567,0.426,Peru
3,1,2022,20.363,0.426,Peru
9,1,1998,20.607,0.426,Peru
6,1,2005,19.567,0.426,Peru
7,1,2005,19.092,0.422,Peru
7,1,2005,19.092,0.422,Peru
1,1,2007,21.487,0.421,Peru
12,1,2027,20.623,0.421,Peru
1,1,2007,21.487,0.421,Peru
2,1,1983,22.197,0.42,Peru
6,1,2010,19.763,0.42,Peru
2,1,1983,22.197,0.42,Peru
6,1,2010,19.763,0.42,Peru
12,1,2015,20.02,0.418,Peru
12,1,1974,20.462,0.417,Peru
3,1,1985,21.044,0.417,Peru
11,1,2011,20.327,0.417,Peru
3,1,1985,21.044,0.417,Peru
12,1,1974,20.462,0.417,Peru
7,1,2007,18.883,0.416,Peru
7,1,2007,18.883,0.416,Peru
5,1,1997,20.508,0.415,Peru
10,1,2000,20.523,0.415,Peru
1,1,2013,20.749,0.415,Peru
5,1,1997,20.508,0.415,Peru
10,1,2000,20.523,0.415,Peru
1,1,2013,20.749,0.415,Peru
10,1,2017,19.042,0.414,Peru
9,1,2012,20.621,0.413,Peru
9,1,2012,20.621,0.413,Peru
3,1,2021,20.001,0.411,Peru
8,1,1988,19.728,0.41,Peru
6,1,1990,19.175,0.41,Peru
8,1,1988,19.728,0.41,Peru
6,1,1990,19.175,0.41,Peru
7,1,1975,18.245,0.409,Peru
3,1,2010,21.597,0.409,Peru
4,1,2018,19.351,0.409,Peru
7,1,2019,18.353,0.409,Peru
7,1,1975,18.245,0.409,Peru
3,1,2010,21.597,0.409,Peru
4,1,2005,20.772,0.408,Peru
1,1,2018,19.027,0.408,Peru
4,1,2005,20.772,0.408,Peru
1,1,1998,22.407,0.407,Peru
1,1,1998,22.407,0.407,Peru
5,1,1993,20.798,0.406,Peru
5,1,1993,20.798,0.406,Peru
7,1,1986,18.694,0.405,Peru
2,1,2021,20.014,0.405,Peru
7,1,1986,18.694,0.405,Peru
2,1,1988,21.314,0.403,Peru
6,1,1996,18.827,0.403,Peru
6,1,2023,18.48,0.403,Peru
2,1,1988,21.314,0.403,Peru
6,1,1996,18.827,0.403,Peru
10,1,2019,19.87,0.4,Peru
8,1,1990,19.551,0.399,Peru
8,1,1990,19.551,0.399,Peru
7,1,1993,19.209,0.397,Peru
7,1,1993,19.209,0.397,Peru
8,1,2001,19.783,0.396,Peru
8,1,2002,19.885,0.396,Peru
10,1,2005,20.192,0.396,Peru
8,1,2001,19.783,0.396,Peru
8,1,2002,19.885,0.396,Peru
10,1,2005,20.192,0.396,Peru
11,1,2000,21.208,0.394,Peru
11,1,2000,21.208,0.394,Peru
6,1,1999,19.075,0.393,Peru
9,1,2008,20.421,0.393,Peru
3,1,2009,20.828,0.393,Peru
6,1,1999,19.075,0.393,Peru
9,1,2008,20.421,0.393,Peru
3,1,2009,20.828,0.393,Peru
1,1,1981,20.526,0.389,Peru
3,1,1989,20.32,0.389,Peru
6,1,2001,18.572,0.389,Peru
3,1,1989,20.32,0.389,Peru
6,1,2001,18.572,0.389,Peru
1,1,1981,20.526,0.389,Peru
3,1,1994,21.164,0.388,Peru
3,1,2013,20.871,0.388,Peru
3,1,1994,21.164,0.388,Peru
3,1,2013,20.871,0.388,Peru
10,1,2007,20.081,0.387,Peru
6,1,2009,19.358,0.387,Peru
