Year,Date,Day,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1889,6,1,13.288,0.275,19.314,0.586,7.196,0.399,16.498,0.132
1889,7,1,14.225,0.327,20.315,0.494,8.311,0.347,16.796,0.144
1889,8,1,13.504,0.383,19.732,0.535,7.615,0.452,16.604,0.153
1889,9,1,11.547,0.339,17.455,0.416,5.635,0.559,15.913,0.146
1889,10,1,8.865,0.282,14.902,0.594,2.608,0.84,15.116,0.139
1889,11,1,4.999,0.44,11.146,0.522,-0.567,0.42,13.996,0.169
1889,12,1,3.099,0.412,9.264,0.438,-2.395,0.596,13.401,0.158
1890,1,1,1.836,0.401,7.647,0.458,-4.24,0.56,13.068,0.157
1890,2,1,2.516,0.373,8.668,0.564,-3.764,0.461,13.394,0.157
1890,3,1,4.21,0.377,10.474,0.404,-2.171,0.573,13.891,0.158
1890,4,1,7.739,0.357,13.672,0.64,1.641,0.408,14.875,0.153
1890,5,1,10.464,0.373,16.865,0.595,3.943,0.403,15.624,0.156
1890,6,1,12.872,0.352,18.703,0.627,6.707,0.572,16.25,0.147
1890,7,1,14.034,0.354,19.718,0.908,7.857,0.687,16.528,0.153
1890,8,1,13.266,0.352,19.325,0.67,7.147,0.407,16.427,0.148
1890,9,1,11.546,0.324,17.266,0.522,5.494,0.398,15.842,0.145
1890,10,1,9.178,0.238,14.747,0.415,3.367,0.542,15.02,0.135
1890,11,1,5.03,0.273,11.451,0.666,-1.043,0.562,13.803,0.138
1890,12,1,2.969,0.342,8.611,0.512,-2.729,0.526,13.367,0.149
1891,1,1,1.678,0.351,7.589,0.622,-4.011,0.492,13.037,0.155
1891,2,1,1.88,0.398,8.122,0.569,-4.465,0.507,13.298,0.165
1891,3,1,4.755,0.331,10.629,0.44,-1.449,0.593,14.191,0.153
1891,4,1,7.618,0.284,13.979,0.382,1.182,0.424,14.918,0.147
1891,5,1,10.785,0.388,16.645,0.453,4.317,0.385,15.844,0.162
1891,6,1,12.888,0.253,18.588,0.48,6.635,0.413,16.297,0.137
1891,7,1,13.93,0.338,19.849,0.393,7.818,0.445,16.62,0.155
1891,8,1,13.496,0.365,19.472,0.584,7.29,0.454,16.549,0.162
1891,9,1,11.763,0.264,17.649,0.614,5.704,0.342,16.07,0.14
1891,10,1,8.722,0.281,15.042,0.324,2.764,0.383,15.023,0.147
1891,11,1,5.115,0.353,11.033,0.349,-0.781,0.324,13.92,0.151
1891,12,1,3.602,0.418,9.803,0.429,-2.138,0.531,13.559,0.169
1892,1,1,2.018,0.399,7.683,0.462,-3.93,0.465,13.264,0.162
1892,2,1,2.805,0.326,9.078,0.667,-3.253,0.464,13.667,0.146
1892,3,1,4.362,0.39,10.752,0.599,-1.931,0.432,13.979,0.158
1892,4,1,7.562,0.301,13.802,0.415,1.205,0.427,14.804,0.149
1892,5,1,10.622,0.36,16.578,0.413,4.426,0.413,15.655,0.158
1892,6,1,13.263,0.279,19.003,0.463,6.86,0.322,16.303,0.149
1892,7,1,13.89,0.328,19.82,0.529,7.917,0.364,16.476,0.157
1892,8,1,13.42,0.353,19.264,0.477,7.448,0.389,16.39,0.155
1892,9,1,11.764,0.26,17.858,0.397,5.552,0.326,15.998,0.145
1892,10,1,9.29,0.268,15.08,0.388,3.347,0.388,15.126,0.147
1892,11,1,4.859,0.331,10.432,0.728,-1.014,0.469,13.732,0.156
1892,12,1,2.935,0.471,8.297,0.59,-2.847,0.452,13.196,0.19
1893,1,1,0.5,0.488,5.9,0.799,-5.345,0.48,12.702,0.186
1893,2,1,1.654,0.365,7.616,0.543,-4.558,0.497,13.23,0.161
1893,3,1,4.979,0.4,11.066,0.62,-1.252,0.368,14.111,0.163
1893,4,1,7.994,0.294,13.697,0.646,1.582,0.379,14.871,0.147
1893,5,1,10.747,0.365,16.812,0.478,4.489,0.377,15.662,0.155
1893,6,1,13.051,0.287,18.981,0.343,6.781,0.364,16.382,0.144
1893,7,1,14.318,0.339,20.005,0.426,8.102,0.387,16.788,0.155
1893,8,1,13.454,0.367,19.448,0.348,7.322,0.336,16.65,0.153
1893,9,1,11.767,0.295,17.799,0.308,5.599,0.26,15.932,0.139
1893,10,1,9.16,0.263,15.185,0.325,3.099,0.372,15.152,0.139
1893,11,1,5.902,0.281,11.701,0.326,-0.143,0.272,14.079,0.144
1893,12,1,3.155,0.399,9.03,0.429,-2.79,0.321,13.388,0.165
1894,1,1,1.691,0.372,7.41,0.567,-4.039,0.422,13.039,0.159
1894,2,1,2.923,0.354,8.898,0.534,-3.028,0.486,13.455,0.155
1894,3,1,5.118,0.398,11.086,0.439,-1.093,0.643,14.08,0.167
1894,4,1,7.663,0.355,13.793,0.498,1.472,0.371,14.794,0.156
1894,5,1,10.944,0.293,16.929,0.441,4.611,0.39,15.656,0.148
1894,6,1,12.858,0.276,18.782,0.362,6.603,0.341,16.226,0.142
1894,7,1,14.004,0.311,19.851,0.483,7.788,0.335,16.687,0.156
1894,8,1,13.488,0.364,19.326,0.373,7.364,0.35,16.565,0.151
1894,9,1,11.58,0.279,17.425,0.257,5.503,0.317,15.927,0.141
1894,10,1,9.125,0.223,15.042,0.419,2.997,0.356,15.165,0.134
1894,11,1,5.405,0.282,11.187,0.338,-0.491,0.46,14.036,0.146
1894,12,1,3.133,0.3,8.757,0.392,-2.202,0.535,13.347,0.149
1895,1,1,1.295,0.28,6.961,0.661,-4.319,0.657,13.084,0.14
1895,2,1,2,0.329,8.18,0.686,-4.026,0.534,13.303,0.153
1895,3,1,4.689,0.318,10.838,0.333,-1.594,0.389,13.989,0.157
1895,4,1,8.247,0.285,14.509,0.457,1.915,0.497,15.005,0.154
1895,5,1,10.867,0.321,16.892,0.487,4.639,0.373,15.703,0.158
1895,6,1,13.058,0.266,19.059,0.485,6.905,0.312,16.352,0.141
1895,7,1,14.053,0.312,19.614,0.563,7.875,0.382,16.716,0.153
1895,8,1,13.489,0.36,19.471,0.414,7.167,0.338,16.612,0.151
1895,9,1,11.743,0.294,17.597,0.426,5.687,0.303,15.981,0.141
1895,10,1,9.117,0.224,15.159,0.235,2.878,0.359,15.151,0.125
1895,11,1,5.744,0.268,11.42,0.49,-0.011,0.42,14.219,0.138
1895,12,1,3.462,0.334,9.232,0.32,-2.206,0.403,13.513,0.151
1896,1,1,2.291,0.392,7.924,0.637,-3.408,0.446,13.366,0.162
1896,2,1,2.707,0.288,8.447,0.504,-3.367,0.606,13.576,0.146
1896,3,1,4.279,0.302,10.469,0.35,-1.868,0.427,14.047,0.145
1896,4,1,7.33,0.347,13.586,0.531,1.225,0.372,14.895,0.16
1896,5,1,10.893,0.339,17.01,0.496,4.626,0.484,15.817,0.16
1896,6,1,13.304,0.267,19.34,0.703,6.863,0.348,16.515,0.14
1896,7,1,14.233,0.328,19.886,0.413,8.087,0.321,16.866,0.151
1896,8,1,13.624,0.369,19.572,0.384,7.275,0.367,16.762,0.157
1896,9,1,11.824,0.277,17.727,0.409,5.561,0.353,16.143,0.142
1896,10,1,9.416,0.229,15.35,0.326,3.212,0.361,15.27,0.13
1896,11,1,5.366,0.296,11.173,0.506,-0.469,0.4,14.187,0.141
1896,12,1,3.312,0.272,8.811,0.439,-2.36,0.309,13.643,0.142
1897,1,1,1.893,0.36,7.412,0.354,-3.573,0.474,13.312,0.161
1897,2,1,2.429,0.281,8.148,0.49,-3.519,0.475,13.555,0.145
1897,3,1,4.345,0.29,10.442,0.524,-2.123,0.457,14.152,0.155
1897,4,1,8.278,0.277,14.293,0.454,1.74,0.293,15.217,0.143
1897,5,1,11.377,0.306,17.251,0.411,5.068,0.457,16.02,0.145
1897,6,1,13.319,0.355,19.445,0.717,7.226,0.357,16.505,0.155
1897,7,1,14.31,0.37,20.297,0.407,8.312,0.332,16.783,0.161
1897,8,1,13.668,0.392,19.753,0.422,7.592,0.329,16.676,0.161
1897,9,1,11.925,0.254,17.918,0.269,5.901,0.281,16.068,0.133
1897,10,1,9.197,0.251,15.166,0.412,3.279,0.258,15.168,0.135
1897,11,1,5.608,0.349,11.616,0.524,-0.197,0.407,14.047,0.153
1897,12,1,3.171,0.281,8.5,0.912,-2.177,0.437,13.401,0.145
1898,1,1,2.737,0.31,8.35,0.616,-2.885,0.37,13.396,0.149
1898,2,1,2.354,0.314,8.239,0.377,-3.651,0.46,13.364,0.149
1898,3,1,3.751,0.271,10.174,0.377,-2.657,0.512,13.749,0.143
1898,4,1,7.907,0.337,14.459,0.289,1.49,0.337,14.868,0.155
1898,5,1,10.835,0.306,17.056,0.58,4.498,0.497,15.621,0.144
1898,6,1,13.395,0.421,19.452,0.561,7.067,0.4,16.393,0.164
1898,7,1,14.138,0.367,20.145,0.495,8.039,0.306,16.627,0.154
1898,8,1,13.579,0.414,19.628,0.592,7.657,0.338,16.512,0.161
1898,9,1,11.753,0.322,17.702,0.325,5.902,0.332,15.914,0.149
1898,10,1,8.828,0.247,14.69,0.364,2.831,0.336,14.915,0.131
1898,11,1,5.452,0.274,11.444,0.358,-0.359,0.35,13.933,0.139
1898,12,1,3.407,0.325,9.443,0.565,-2.096,0.42,13.351,0.144
1899,1,1,2.515,0.326,8.443,0.286,-3.262,0.517,13.306,0.147
1899,2,1,2.38,0.42,8.17,0.437,-3.442,0.361,13.399,0.167
1899,3,1,4.618,0.293,10.635,0.371,-1.567,0.306,14.003,0.143
1899,4,1,8.281,0.345,14.438,0.547,2.074,0.386,15.026,0.153
1899,5,1,11.023,0.31,17.132,0.384,4.967,0.462,15.836,0.143
1899,6,1,12.856,0.29,18.799,0.328,6.872,0.276,16.243,0.141
1899,7,1,14.159,0.333,20.168,0.521,7.953,0.341,16.689,0.15
1899,8,1,13.777,0.394,19.598,0.553,7.646,0.342,16.746,0.157
1899,9,1,12.128,0.282,18.223,0.439,5.974,0.293,16.178,0.138
1899,10,1,9.409,0.252,15.317,0.323,3.551,0.422,15.287,0.134
1899,11,1,6.605,0.31,12.417,0.249,1.063,0.431,14.455,0.144
1899,12,1,3.005,0.342,8.639,0.67,-2.668,0.433,13.412,0.153
1/1/00,,,1.461,0.276,7.193,0.465,-4.102,0.395,13.142,0.142
2/1/00,,,3.098,0.416,9.181,0.604,-2.814,0.626,13.777,0.173
3/1/00,,,5.492,0.261,11.377,0.327,-0.68,0.61,14.4,0.141
4/1/00,,,8.223,0.292,13.972,0.342,2.131,0.394,15.17,0.151
5/1/00,,,11.385,0.357,17.415,0.329,5.179,0.379,15.955,0.159
6/1/00,,,13.293,0.282,19.434,0.443,7.112,0.288,16.515,0.147
7/1/00,,,14.171,0.345,19.897,0.372,8.095,0.311,16.785,0.154
8/1/00,,,13.816,0.383,19.85,0.343,7.892,0.377,16.699,0.159
9/1/00,,,11.955,0.293,17.818,0.382,5.967,0.337,16.124,0.147
10/1/00,,,9.666,0.255,15.544,0.275,3.833,0.318,15.373,0.14
11/1/00,,,5.804,0.276,11.527,0.454,0.121,0.409,14.189,0.137
12/1/00,,,3.655,0.341,9.466,0.315,-1.826,0.431,13.598,0.153
1/1/01,,,2.191,0.291,7.996,0.604,-3.491,0.49,13.29,0.141
2/1/01,,,3.092,0.418,9.038,0.371,-2.678,0.539,13.66,0.163
3/1/01,,,5.671,0.251,11.476,0.37,-0.644,0.395,14.383,0.138
4/1/01,,,8.522,0.326,14.733,0.368,2.264,0.376,15.22,0.151
5/1/01,,,11.178,0.339,17.315,0.397,4.855,0.39,15.936,0.154
6/1/01,,,13.423,0.283,19.315,0.386,7.151,0.367,16.441,0.145
7/1/01,,,14.339,0.35,20.34,0.43,8.161,0.374,16.718,0.158
8/1/01,,,13.789,0.343,19.898,0.398,7.66,0.411,16.663,0.148
9/1/01,,,11.984,0.305,17.929,0.464,5.819,0.322,16.001,0.14
10/1/01,,,9.003,0.239,15.002,0.368,2.998,0.338,15.087,0.138
11/1/01,,,5.976,0.263,12.043,0.55,0.071,0.398,14.101,0.137
12/1/01,,,3.335,0.267,9.061,0.672,-2.28,0.37,13.38,0.136
1/1/02,,,2.684,0.256,8.797,0.569,-3.031,0.369,13.302,0.13
2/1/02,,,3.606,0.354,9.814,0.341,-2.504,0.452,13.691,0.148
3/1/02,,,4.883,0.228,11.166,0.439,-1.339,0.294,14.1,0.127
4/1/02,,,7.956,0.321,13.884,0.357,1.562,0.358,14.958,0.141
5/1/02,,,10.893,0.341,16.986,0.536,4.587,0.369,15.719,0.145
6/1/02,,,13.214,0.264,19.338,0.475,6.894,0.32,16.284,0.129
7/1/02,,,14.231,0.356,20.2,0.536,7.965,0.339,16.69,0.145
8/1/02,,,13.599,0.357,19.884,0.297,7.449,0.354,16.591,0.144
9/1/02,,,11.799,0.289,17.897,0.299,5.555,0.372,16.032,0.134
10/1/02,,,8.801,0.21,14.811,0.271,2.759,0.347,14.991,0.121
11/1/02,,,5.274,0.267,11.159,0.335,-0.46,0.327,13.902,0.128
12/1/02,,,2.713,0.27,8.435,0.277,-2.992,0.373,13.24,0.134
1/1/03,,,2.514,0.224,8.415,0.442,-3.187,0.403,13.275,0.128
2/1/03,,,3.555,0.247,9.297,0.429,-2.49,0.494,13.668,0.132
3/1/03,,,4.93,0.212,10.963,0.294,-1.158,0.412,14.05,0.124
4/1/03,,,7.832,0.292,13.958,0.32,1.698,0.392,14.801,0.136
5/1/03,,,10.794,0.305,16.672,0.398,4.587,0.435,15.645,0.139
6/1/03,,,12.886,0.268,18.897,0.381,6.723,0.296,16.161,0.127
7/1/03,,,13.992,0.366,19.787,0.452,7.87,0.364,16.496,0.146
8/1/03,,,13.412,0.377,19.298,0.365,7.558,0.366,16.304,0.146
9/1/03,,,11.501,0.36,17.356,0.461,5.642,0.285,15.771,0.145
10/1/03,,,8.812,0.202,14.634,0.417,2.895,0.371,14.835,0.118
11/1/03,,,5.516,0.268,11.219,0.391,-0.051,0.34,13.828,0.132
12/1/03,,,2.898,0.359,8.533,0.327,-2.687,0.381,13.205,0.145
1/1/04,,,1.637,0.387,7.082,0.516,-3.86,0.398,12.957,0.152
2/1/04,,,2.297,0.348,8.507,0.405,-3.583,0.432,13.154,0.147
3/1/04,,,4.506,0.268,10.559,0.555,-1.575,0.302,13.859,0.133
4/1/04,,,7.684,0.284,13.823,0.625,1.428,0.299,14.755,0.137
5/1/04,,,10.84,0.287,16.922,0.516,4.641,0.313,15.573,0.133
6/1/04,,,13.014,0.248,19.092,0.532,6.778,0.298,16.207,0.128
7/1/04,,,13.836,0.296,19.678,0.647,7.777,0.34,16.525,0.134
8/1/04,,,13.459,0.327,19.525,0.451,7.462,0.321,16.403,0.137
9/1/04,,,11.381,0.265,17.465,0.392,5.361,0.253,15.768,0.129
10/1/04,,,8.833,0.212,14.902,0.601,3.133,0.314,14.947,0.118
11/1/04,,,6.23,0.224,11.997,0.3,0.558,0.337,14.144,0.119
12/1/04,,,3.374,0.291,9.212,0.46,-2.067,0.446,13.433,0.13
1/1/05,,,2.254,0.345,8.017,0.478,-3.324,0.373,13.205,0.14
2/1/05,,,1.927,0.303,7.735,0.28,-3.951,0.411,13.206,0.137
3/1/05,,,4.635,0.235,10.466,0.515,-1.308,0.38,14.035,0.125
4/1/05,,,7.755,0.255,13.622,0.341,1.493,0.417,14.857,0.128
5/1/05,,,10.982,0.28,16.946,0.38,4.819,0.451,15.788,0.131
6/1/05,,,13.112,0.264,19.11,0.379,6.944,0.341,16.379,0.125
7/1/05,,,14.077,0.307,19.877,0.441,8.038,0.342,16.651,0.133
8/1/05,,,13.578,0.327,19.619,0.368,7.72,0.345,16.558,0.134
9/1/05,,,11.804,0.252,17.684,0.363,5.928,0.311,16.004,0.123
10/1/05,,,9.041,0.239,14.866,0.275,3.117,0.385,15.091,0.122
11/1/05,,,6.183,0.282,11.984,0.28,0.574,0.403,14.232,0.127
12/1/05,,,3.354,0.256,9.06,0.334,-1.931,0.372,13.45,0.123
1/1/06,,,2.068,0.313,8.086,0.42,-3.637,0.294,13.25,0.137
2/1/06,,,2.301,0.323,8.125,0.393,-3.343,0.344,13.502,0.135
3/1/06,,,4.866,0.2,11.008,0.264,-1.229,0.353,14.245,0.117
4/1/06,,,8.626,0.242,14.786,0.581,2.422,0.383,15.23,0.122
5/1/06,,,11.24,0.29,17.146,0.437,4.922,0.426,15.769,0.132
6/1/06,,,13.334,0.289,19.287,0.323,7.275,0.321,16.436,0.127
7/1/06,,,14.122,0.323,20.058,0.391,8.186,0.345,16.662,0.137
8/1/06,,,13.691,0.34,19.539,0.462,7.843,0.358,16.593,0.134
9/1/06,,,11.772,0.237,17.522,0.298,5.884,0.338,15.95,0.122
10/1/06,,,9.267,0.182,14.943,0.254,3.479,0.299,15.152,0.116
11/1/06,,,5.501,0.192,11.17,0.327,-0.301,0.322,14.054,0.116
12/1/06,,,3.761,0.368,9.258,0.458,-1.664,0.323,13.54,0.148
1/1/07,,,1.798,0.274,7.903,0.38,-3.867,0.324,13.108,0.128
2/1/07,,,2.117,0.268,7.993,0.383,-3.603,0.285,13.257,0.129
3/1/07,,,4.575,0.209,10.61,0.352,-1.6,0.249,14.15,0.123
4/1/07,,,7.579,0.263,13.401,0.37,1.521,0.281,14.918,0.133
5/1/07,,,10.375,0.28,16.335,0.465,4.084,0.35,15.602,0.132
6/1/07,,,12.729,0.267,18.576,0.403,6.509,0.316,16.253,0.13
7/1/07,,,13.769,0.307,19.626,0.598,7.761,0.348,16.596,0.133
8/1/07,,,13.362,0.326,19.187,0.318,7.465,0.35,16.456,0.132
9/1/07,,,11.665,0.243,17.443,0.253,5.59,0.299,15.902,0.119
10/1/07,,,9.234,0.191,15.079,0.283,3.32,0.361,15.159,0.115
11/1/07,,,5.207,0.207,10.71,0.31,-0.557,0.325,13.872,0.115
12/1/07,,,2.956,0.251,8.831,0.27,-2.585,0.288,13.225,0.121
1/1/08,,,2.304,0.252,8.118,0.3,-3.548,0.287,13.16,0.123
2/1/08,,,2.769,0.269,8.527,0.411,-3.177,0.348,13.441,0.124
3/1/08,,,4.136,0.317,10.384,0.38,-2.101,0.453,13.783,0.137
4/1/08,,,7.832,0.295,13.853,0.332,1.735,0.543,14.801,0.129
5/1/08,,,11.141,0.285,16.958,0.388,4.86,0.388,15.757,0.13
6/1/08,,,13.293,0.248,19.063,0.388,6.902,0.29,16.289,0.119
7/1/08,,,14.197,0.303,19.748,0.419,8.113,0.37,16.618,0.129
8/1/08,,,13.376,0.336,19.359,0.363,7.499,0.346,16.365,0.134
9/1/08,,,11.977,0.252,17.781,0.325,5.977,0.261,15.93,0.119
10/1/08,,,8.865,0.209,14.675,0.29,2.948,0.329,14.883,0.112
11/1/08,,,5.272,0.221,11.098,0.296,-0.576,0.451,13.842,0.116
12/1/08,,,3.071,0.31,8.901,0.332,-2.535,0.368,13.189,0.129
1/1/09,,,1.395,0.314,7.121,0.377,-4.298,0.449,12.839,0.132
2/1/09,,,2.706,0.273,8.571,0.465,-3.447,0.357,13.35,0.125
3/1/09,,,4.589,0.249,10.659,0.472,-1.677,0.478,13.852,0.122
4/1/09,,,7.534,0.269,13.426,0.414,1.395,0.42,14.719,0.122
5/1/09,,,10.611,0.3,16.668,0.428,4.38,0.394,15.6,0.127
6/1/09,,,12.962,0.232,18.71,0.281,6.766,0.327,16.191,0.114
7/1/09,,,14.06,0.299,19.787,0.366,8.05,0.343,16.437,0.123
8/1/09,,,13.752,0.319,19.625,0.353,7.753,0.371,16.496,0.126
9/1/09,,,11.879,0.237,17.891,0.287,5.778,0.354,15.849,0.112
10/1/09,,,9.192,0.178,15.139,0.327,3.221,0.34,14.941,0.102
11/1/09,,,6.236,0.205,11.959,0.216,0.323,0.381,13.993,0.108
12/1/09,,,3.223,0.278,8.763,0.423,-2.353,0.326,13.217,0.121
1/1/10,,,2.333,0.24,8.095,0.565,-3.27,0.381,13.139,0.114
2/1/10,,,2.779,0.273,8.388,0.344,-3.226,0.489,13.317,0.122
3/1/10,,,4.606,0.213,10.781,0.334,-1.675,0.421,13.872,0.112
4/1/10,,,8.105,0.252,14.37,0.305,1.704,0.422,14.845,0.12
5/1/10,,,11.005,0.31,17.03,0.327,4.675,0.514,15.712,0.128
6/1/10,,,13.151,0.232,19.027,0.246,6.871,0.422,16.264,0.11
7/1/10,,,14.279,0.322,19.952,0.318,8.205,0.385,16.543,0.13
8/1/10,,,13.677,0.321,19.425,0.302,7.606,0.395,16.477,0.126
9/1/10,,,11.733,0.243,17.623,0.286,5.669,0.398,15.875,0.112
10/1/10,,,9.006,0.203,14.905,0.243,2.986,0.377,15.019,0.105
11/1/10,,,5.318,0.223,11.072,0.42,-0.654,0.434,13.75,0.109
12/1/10,,,2.684,0.289,8.5,0.273,-2.999,0.459,13.016,0.123
1/1/11,,,1.66,0.33,7.133,0.437,-3.969,0.285,12.908,0.128
2/1/11,,,2.453,0.214,8.15,0.575,-3.664,0.318,13.164,0.107
3/1/11,,,4.347,0.199,10.362,0.28,-1.743,0.315,13.752,0.108
4/1/11,,,7.99,0.248,14.081,0.382,1.856,0.399,14.716,0.115
5/1/11,,,10.829,0.279,16.71,0.369,4.632,0.307,15.497,0.119
6/1/11,,,13.009,0.231,19.091,0.231,6.778,0.238,16.108,0.108
7/1/11,,,14.082,0.292,19.987,0.335,8.053,0.327,16.431,0.122
8/1/11,,,13.499,0.329,19.396,0.352,7.607,0.316,16.387,0.126
9/1/11,,,11.638,0.233,17.491,0.242,5.723,0.27,15.799,0.118
10/1/11,,,9.263,0.193,14.99,0.249,3.401,0.274,15.063,0.108
11/1/11,,,5.964,0.184,11.652,0.303,0.309,0.338,14.062,0.108
12/1/11,,,3.39,0.242,8.811,0.298,-1.981,0.336,13.425,0.115
1/1/12,,,2.402,0.309,7.911,0.253,-3.305,0.329,13.249,0.125
2/1/12,,,3.354,0.251,9.379,0.335,-2.718,0.594,13.595,0.115
3/1/12,,,4.356,0.226,10.725,0.298,-1.981,0.346,13.995,0.115
4/1/12,,,8.229,0.262,14.069,0.271,2.091,0.391,15.065,0.118
5/1/12,,,11.254,0.308,17.389,0.383,4.992,0.383,15.813,0.126
6/1/12,,,13.435,0.25,19.351,0.277,7.166,0.37,16.397,0.113
7/1/12,,,13.723,0.293,19.729,0.368,7.916,0.345,16.509,0.12
8/1/12,,,13.053,0.318,19.027,0.376,7.277,0.333,16.309,0.125
9/1/12,,,11.222,0.252,17.435,0.331,5.227,0.265,15.685,0.117
10/1/12,,,8.367,0.201,14.133,0.395,2.497,0.211,14.751,0.108
11/1/12,,,5.521,0.188,11.185,0.345,-0.291,0.287,13.928,0.107
12/1/12,,,3.069,0.243,8.307,0.339,-2.459,0.343,13.23,0.114
1/1/13,,,2.083,0.295,7.655,0.442,-3.657,0.4,13.066,0.122
2/1/13,,,2.376,0.295,8.233,0.328,-3.485,0.523,13.344,0.122
3/1/13,,,4.517,0.219,10.4,0.274,-1.597,0.342,13.953,0.11
4/1/13,,,8.023,0.246,14.219,0.355,1.91,0.334,14.957,0.117
5/1/13,,,10.745,0.288,16.815,0.355,4.652,0.357,15.679,0.123
6/1/13,,,13.005,0.266,19.075,0.37,6.667,0.364,16.216,0.117
7/1/13,,,14.137,0.298,20.256,0.327,7.967,0.355,16.552,0.122
8/1/13,,,13.724,0.325,19.805,0.359,7.735,0.37,16.496,0.126
9/1/13,,,11.759,0.237,17.833,0.332,5.629,0.287,15.867,0.111
10/1/13,,,9.077,0.194,14.904,0.256,3.091,0.328,15.028,0.104
11/1/13,,,6.024,0.213,11.67,0.305,0.347,0.278,14.123,0.111
12/1/13,,,4.103,0.271,9.556,0.443,-1.43,0.288,13.624,0.12
1/1/14,,,3.376,0.307,8.822,0.369,-2.334,0.298,13.545,0.128
2/1/14,,,3.2,0.225,8.502,0.469,-2.551,0.338,13.576,0.111
3/1/14,,,4.942,0.221,11.039,0.277,-1.31,0.294,14.103,0.116
4/1/14,,,8.098,0.244,14.051,0.262,1.888,0.303,15.018,0.119
5/1/14,,,11.285,0.284,17.199,0.301,5.233,0.331,15.857,0.127
6/1/14,,,13.496,0.233,19.335,0.255,7.219,0.255,16.421,0.114
7/1/14,,,14.298,0.307,20.065,0.309,8.182,0.336,16.653,0.131
8/1/14,,,13.73,0.318,19.692,0.321,7.87,0.324,16.692,0.132
9/1/14,,,11.915,0.23,17.747,0.23,5.866,0.245,16.075,0.137
10/1/14,,,9.387,0.183,15.271,0.237,3.567,0.26,15.223,0.124
11/1/14,,,5.759,0.195,11.287,0.399,0.239,0.329,14.155,0.125
12/1/14,,,3.6,0.276,8.764,0.371,-1.624,0.334,13.597,0.139
1/1/15,,,2.299,0.246,7.901,0.37,-3.416,0.332,13.32,0.134
2/1/15,,,3.265,0.261,8.931,0.419,-2.52,0.375,13.675,0.137
3/1/15,,,5.143,0.209,11.024,0.272,-1.115,0.355,14.32,0.131
4/1/15,,,8.705,0.251,14.607,0.336,2.755,0.324,15.292,0.135
5/1/15,,,11.493,0.286,17.141,0.325,5.371,0.416,16.067,0.138
6/1/15,,,13.3,0.249,19.189,0.294,7.154,0.292,16.445,0.133
7/1/15,,,14.443,0.295,20.553,0.685,8.455,0.313,16.817,0.145
8/1/15,,,13.77,0.326,19.997,0.582,7.758,0.333,16.802,0.144
9/1/15,,,11.867,0.259,17.811,0.539,6.038,0.338,16.102,0.135
10/1/15,,,8.984,0.19,14.862,0.302,3.017,0.36,15.093,0.125
11/1/15,,,6.216,0.185,12.159,0.337,0.297,0.33,14.254,0.127
12/1/15,,,3.633,0.197,9.515,0.327,-2.069,0.377,13.538,0.127
1/1/16,,,2.616,0.242,8.309,0.296,-2.927,0.359,13.294,0.134
2/1/16,,,2.957,0.264,8.855,0.289,-3.024,0.371,13.581,0.134
3/1/16,,,4.846,0.307,10.961,0.308,-1.584,0.32,14.121,0.142
4/1/16,,,8.047,0.257,14.096,0.272,1.918,0.343,14.975,0.134
5/1/16,,,10.972,0.294,17.084,0.374,4.794,0.457,15.779,0.139
6/1/16,,,12.942,0.232,18.91,0.357,6.867,0.376,16.29,0.126
7/1/16,,,14.052,0.301,20.012,0.327,8.184,0.347,16.599,0.145
8/1/16,,,13.58,0.323,19.484,0.355,7.754,0.338,16.511,0.142
9/1/16,,,11.726,0.247,17.634,0.302,5.725,0.306,15.927,0.132
10/1/16,,,9.053,0.218,14.763,0.296,3.156,0.195,14.919,0.128
11/1/16,,,5.596,0.214,11.22,0.305,-0.311,0.257,13.814,0.131
12/1/16,,,2.316,0.226,7.838,0.406,-3.402,0.253,13.006,0.131
1/1/17,,,2.133,0.252,7.848,0.358,-3.782,0.273,12.84,0.138
2/1/17,,,2.36,0.314,8.334,0.398,-3.771,0.307,13.099,0.151
3/1/17,,,4.488,0.231,10.552,0.227,-1.983,0.272,13.801,0.136
4/1/17,,,7.855,0.272,13.932,0.235,1.689,0.317,14.815,0.142
5/1/17,,,10.443,0.294,16.421,0.341,4.305,0.373,15.537,0.143
6/1/17,,,12.915,0.243,18.889,0.303,6.792,0.325,16.239,0.132
7/1/17,,,14.259,0.296,20.083,0.374,8.377,0.344,16.706,0.144
8/1/17,,,13.471,0.319,19.568,0.507,7.545,0.349,16.58,0.149
9/1/17,,,11.745,0.242,17.669,0.283,5.796,0.312,16.058,0.142
10/1/17,,,8.544,0.173,14.426,0.279,2.64,0.301,14.942,0.126
11/1/17,,,5.82,0.226,11.686,0.253,0.057,0.266,14.002,0.138
12/1/17,,,2.247,0.266,7.703,0.276,-3.43,0.326,13.098,0.145
1/1/18,,,1.934,0.251,7.552,0.261,-3.802,0.371,13.129,0.141
2/1/18,,,2.455,0.342,8.256,0.314,-3.568,0.344,13.312,0.156
3/1/18,,,4.811,0.257,10.704,0.197,-1.267,0.31,14.034,0.147
